userid,default,acct_amt_added_12_24m,acct_days_in_dc_12_24m,acct_days_in_rem_12_24m,acct_days_in_term_12_24m,acct_incoming_debt_vs_paid_0_24m,acct_status,acct_worst_status_0_3m,acct_worst_status_12_24m,acct_worst_status_3_6m,acct_worst_status_6_12m,age,avg_payment_span_0_12m,avg_payment_span_0_3m,merchant_category,merchant_group,has_paid,max_paid_inv_0_12m,max_paid_inv_0_24m,name_in_email,num_active_div_by_paid_inv_0_12m,num_active_inv,num_arch_dc_0_12m,num_arch_dc_12_24m,num_arch_ok_0_12m,num_arch_ok_12_24m,num_arch_rem_0_12m,status_max_archived_0_6_months,status_max_archived_0_12_months,status_max_archived_0_24_months,recovery_debt,sum_capital_paid_acct_0_12m,sum_capital_paid_acct_12_24m,sum_paid_inv_0_12m,time_hours
2999357.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,56.0,14.9090909090909,13.0,Diversified electronics,Electronics,1.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1972222222222
1689692.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,54.0,14.0,14.0,Books & Magazines,Entertainment,1.0,19270.0,19270.0,Nick,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,29560.0,12.6736111111111
1671120.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,28.0,13.6666666666667,13.0,Diversified entertainment,Entertainment,1.0,4290.0,41300.0,L1+F,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7875.0,22.7816666666667
2150979.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5980.0,0.0,0.0,14.4769444444444
2004342.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,20.0,41.5,13.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,19270.0,19270.0,F+L,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,38005.0,13.8063888888889
3287016.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,47.0,14.9090909090909,13.0,Diversified electronics,Electronics,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8744444444444
2026923.0,0.0,24694.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34.0,21.3333333333333,17.0,Children Clothes & Nurturing products,Children Products,1.0,11315.0,28500.0,F,0.0,0.0,0.0,0.0,8.0,12.0,1.0,1.0,2.0,2.0,0.0,8000.0,0.0,68955.0,9.13388888888889
1120351.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,48.0,9.22222222222222,9.33333333333333,General Shoes & Clothing,Clothing & Shoes,1.0,27950.0,27950.0,no_match,0.0833333333333333,1.0,0.0,0.0,9.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,74050.0,20.2552777777778
1417259.0,0.0,0.0,0.0,0.0,0.0,2.57822916666667,1.0,1.0,1.0,1.0,1.0,20.0,11.0,8.5,Automotive Parts & Accessories,Automotive Products,1.0,31730.0,31730.0,L1+F,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,35947.0,0.0,43643.0,19.6416666666667
3570932.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,18.8571428571429,20.5,Jewelry & Watches,Jewelry & Accessories,1.0,9130.0,9130.0,Nick,0.142857142857143,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,580.0,0.0,41455.0,22.6583333333333
4918291.0,0.0,0.0,0.0,0.0,0.0,0.684045623196372,1.0,1.0,1.0,1.0,1.0,19.0,20.7777777777778,15.0,Diversified Health & Beauty products,Health & Beauty,1.0,34295.0,34295.0,F,0.555555555555556,5.0,0.0,0.0,7.0,0.0,2.0,1.0,2.0,2.0,0.0,29644.0,0.0,50685.0,10.6513888888889
2355966.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,48.0,16.0,13.0,Diversified entertainment,Entertainment,1.0,38990.0,38990.0,no_match,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38990.0,21.4513888888889
4775099.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,22.0,9.0,10.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,9685.0,18695.0,F+L,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,27567.0,21.4433333333333
1373494.0,0.0,1874.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,32.0,23.5,13.0,Books & Magazines,Entertainment,1.0,6580.0,6580.0,F+L,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,1.0,1.0,0.0,26869.0,20276.0,25890.0,5.99527777777778
1500481.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,33.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,8085.0,no_match,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.5027777777778
1213126.0,0.0,0.0,0.0,0.0,0.0,0.143365531265887,1.0,1.0,1.0,1.0,1.0,18.0,8.2,5.0,Books & Magazines,Entertainment,1.0,6340.0,6340.0,L1+F,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,2481.0,0.0,24261.0,0.33
2761309.0,0.0,30734.0,0.0,0.0,0.0,0.476972517570081,1.0,1.0,1.0,1.0,2.0,33.0,37.5,13.0,Diversified entertainment,Entertainment,1.0,3895.0,32490.0,F+L,0.0,0.0,1.0,1.0,0.0,7.0,1.0,3.0,3.0,3.0,0.0,9794.0,104127.0,10535.0,0.375555555555556
2129773.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,25.0,14.9090909090909,13.0,Youthful Shoes & Clothing,Clothing & Shoes,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8166666666667
2471686.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,18.0,14.9090909090909,13.0,Youthful Shoes & Clothing,Clothing & Shoes,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6333333333333
2175754.0,0.0,0.0,0.0,0.0,0.0,0.000545903876655232,1.0,1.0,1.0,1.0,1.0,54.0,44.0,13.0,Diversified electronics,Electronics,1.0,3290.0,8000.0,no_match,0.4,2.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,0.0,131826.0,0.0,11550.0,12.8972222222222
3948732.0,0.0,28977.0,0.0,0.0,0.0,0.908427146992602,1.0,1.0,1.0,1.0,1.0,20.0,17.0,9.33333333333333,Youthful Shoes & Clothing,Clothing & Shoes,1.0,7100.0,7100.0,Nick,0.5,3.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,11536.0,7482.0,23263.0,1.12472222222222
4745896.0,0.0,3061.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,9.58536585365854,9.91666666666667,Diversified entertainment,Entertainment,1.0,10042.0,10690.0,F+L,0.0454545454545455,2.0,0.0,0.0,40.0,31.0,1.0,1.0,2.0,2.0,0.0,0.0,3150.0,121542.0,10.6722222222222
3250568.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,40.0,14.9090909090909,13.0,Books & Magazines,Entertainment,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3791666666667
4466474.0,0.0,8866.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,10190.0,L1+F,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8784.0,0.0,9.99777777777778
1443311.0,0.0,21343.0,0.0,0.0,0.0,0.00034392196098049,1.0,1.0,1.0,1.0,1.0,45.0,16.0,13.0,Diversified entertainment,Entertainment,1.0,4880.0,12631.0,F,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,1.0,2.0,0.0,17193.0,10692.0,7560.0,18.8633333333333
2774576.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,24.0,13.1818181818182,14.2,Books & Magazines,Entertainment,1.0,11280.0,11280.0,F+L,0.0833333333333333,1.0,0.0,0.0,11.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30412.0,8.91583333333333
3000551.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,54.0,23.0,13.0,Diversified electronics,Electronics,1.0,38770.0,38770.0,F+L,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38770.0,12.6836111111111
1824735.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,30.0,14.9090909090909,13.0,Dating services,Intangible products,0.0,0.0,0.0,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8875
1380944.0,0.0,102030.0,0.0,0.0,0.0,2.08648653870304,1.0,1.0,1.0,1.0,1.0,47.0,23.9444444444444,18.5,Diversified entertainment,Entertainment,1.0,30300.0,30300.0,F+L,0.0476190476190476,1.0,0.0,0.0,14.0,10.0,4.0,1.0,2.0,2.0,0.0,41644.0,21181.0,136900.0,12.8016666666667
4383350.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,32.0,21.6666666666667,13.0,Diversified children products,Children Products,1.0,5512.0,5512.0,L1+F,0.333333333333333,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,13862.0,5.73861111111111
3412543.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,54.0,14.9090909090909,13.0,Diversified electronics,Electronics,1.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2733333333333
3651635.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,31.0,12.5,13.0,Diversified entertainment,Entertainment,1.0,6185.0,6185.0,Nick,0.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,23510.0,17.2780555555556
3238411.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,43.0,26.0,13.0,Dietary supplements,Health & Beauty,1.0,1080.0,6700.0,F+L,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1080.0,14.8963888888889
1828875.0,0.0,3556.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.0,12.0,14.0,Sports gear & Outdoor,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
2980227.0,0.0,5072.0,0.0,0.0,0.0,0.521497405485545,1.0,1.0,1.0,2.0,1.0,24.0,28.0,13.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,3495.0,6677.0,no_match,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,21753.0,0.0,9795.0,18.6577777777778
2887457.0,0.0,21329.0,0.0,0.0,0.0,0.813415390487095,1.0,1.0,1.0,1.0,1.0,48.0,13.2173913043478,8.85714285714286,Decoration & Art,Home & Garden,1.0,17505.0,17505.0,F1+L,0.0384615384615385,1.0,0.0,0.0,22.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0,18445.0,142353.0,16.4016666666667
4164987.0,0.0,18098.0,0.0,3.0,0.0,0.0266490765171504,1.0,1.0,2.0,1.0,1.0,31.0,57.0,13.0,Concept stores & Miscellaneous,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
1920485.0,0.0,75486.0,0.0,0.0,0.0,1.62296436062096,1.0,1.0,1.0,1.0,1.0,46.0,4.04838709677419,2.4,Diversified entertainment,Entertainment,1.0,44600.0,44600.0,no_match,0.0634920634920635,4.0,0.0,0.0,60.0,22.0,0.0,1.0,1.0,1.0,0.0,55607.0,50013.0,345574.0,12.3633333333333
3377659.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,29.0,19.6,22.0,Diversified entertainment,Entertainment,1.0,6790.0,9885.0,F+L,0.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,21834.0,20.1702777777778
1858368.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,61.0,14.9090909090909,13.0,Books & Magazines,Entertainment,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6577777777778
4392018.0,1.0,17092.0,0.0,62.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,60.0,41.3333333333333,36.0,Dating services,Intangible products,1.0,6093.0,6093.0,F+L,0.666666666666667,2.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,12367.0,7674.0,12682.0,20.8047222222222
4517767.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,20.0,16.5,13.0,Books & Magazines,Entertainment,1.0,3085.0,3085.0,F,0.5,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5825.0,22.1019444444444
3576400.0,0.0,0.0,0.0,0.0,0.0,0.00109130592942888,1.0,1.0,1.0,1.0,1.0,42.0,14.1052631578947,14.0,Diversified entertainment,Entertainment,1.0,9485.0,9485.0,F,0.0526315789473684,1.0,0.0,0.0,19.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,5006.0,44566.0,10.7780555555556
2995670.0,0.0,8438.0,0.0,48.0,0.0,0.578917593814822,1.0,2.0,2.0,1.0,2.0,48.0,19.4,13.0,Diversified entertainment,Entertainment,1.0,4390.0,4475.0,L1+F,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,0.0,22568.0,2175.0,23755.0,11.4880555555556
2990025.0,0.0,5732.0,0.0,0.0,0.0,0.584368131868132,1.0,2.0,1.0,2.0,2.0,40.0,14.9090909090909,13.0,Diversified electronics,Electronics,1.0,0.0,0.0,L1+F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22904.0,1000.0,0.0,14.7891666666667
1681250.0,0.0,13720.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,30.0,6.5,13.0,General Shoes & Clothing,Clothing & Shoes,1.0,1740.0,15943.0,F+L,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,141220.0,13790.0,3085.0,19.6933333333333
2802616.0,0.0,15900.0,0.0,0.0,0.0,1.19576871255339,1.0,1.0,1.0,1.0,1.0,39.0,17.9,13.0,Concept stores & Miscellaneous,Leisure,1.0,6170.0,7720.0,F+L,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17057.0,15.8083333333333
4186344.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,24.0,12.6666666666667,14.0,Diversified children products,Children Products,1.0,41550.0,41550.0,L1+F,0.25,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,50304.0,7.465
1506954.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,44.0,14.9090909090909,13.0,Dating services,Intangible products,0.0,0.0,0.0,F+L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0655555555556
2686825.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,21.0,9.5,6.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,2690.0,2690.0,F+L,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3680.0,19.7391666666667
4477178.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,49.0,13.5,14.0,Youthful Shoes & Clothing,Clothing & Shoes,1.0,10900.0,10900.0,F+L,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12690.0,19.2408333333333
3823379.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,32.0,18.0,21.25,Diversified electronics,Electronics,1.0,8495.0,8495.0,L1+F,0.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,35275.0,11.8680555555556
3790197.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,25.0,14.9090909090909,13.0,Diversified entertainment,Entertainment,1.0,0.0,12737.0,F+L,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.4775
2457339.0,0.0,0.0,0.0,0.0,0.0,0.152089930419794,1.0,1.0,1.0,1.0,1.0,29.0,13.04,6.33333333333333,Diversified entertainment,Entertainment,1.0,4675.0,4995.0,no_match,0.0,0.0,0.0,0.0,25.0,33.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,44635.0,21.0622222222222
